id,title,body,tags
2480334,NUnit CollectionAssert.AreEquivalent(......) C# Question,<p>I'm new to NUnit and looking for an explination as to why this test fails?</p> <p>I get the following exception when running the test.</p> <blockquote> <p>NUnit.Framework.AssertionException: Expected: equivalent to &lt; &lt;....ExampleClass> &lt;....ExampleClass> > But was: &lt; &lt;....ExampleClass> &lt;....ExampleClass> ></p> </blockquote> <pre><code>using NUnit.Framework; using System.Collections.ObjectModel; public class ExampleClass { public ExampleClass() { Price = 0m; } public string Description { get; set; } public string SKU { get; set; } public decimal Price { get; set; } public int Qty { get; set; } } [TestFixture] public class ExampleClassTests { [Test] public void ExampleTest() { var collection1 = new Collection&lt;ExampleClass&gt; { new ExampleClass {Qty = 1 SKU = 971114FT031M } new ExampleClass {Qty = 1 SKU = 971114FT249LV } }; var collection2 = new Collection&lt;ExampleClass&gt; { new ExampleClass {Qty = 1 SKU = 971114FT031M } new ExampleClass {Qty = 1 SKU = 971114FT249LV } }; CollectionAssert.AreEquivalent(collection1 collection2); } } </code></pre>,c#|nunit
373912,How to check MS Access DB is Password protected or not before opening,<p>Can anyone help me to check whether the MS Access DB is Password protected or not before opening the DB.</p> <p>Like for Excel we have <strong>ProtectContents</strong> readonly Boolean property in <strong>vb.net</strong></p> <p>Thank you.</p>,vb.net|ms-access
696691,Trap mouse clicks outside of modal dialog,<p>I have an application written in C# targeting .NET Compact Framework 3.5 running on Windows CE. I would like to provide a custom visual cue in a modal dialog if the user tries to interact with its owner window without closing the dialog first. </p> <p>Is it possible for a modal dialog to receive notifications of mouse clicks on its owner window? The owner window is running in full screen so it would be sufficient to trap clicks outside of the modal dialog in general.</p>,c#|winforms|compact-framework|modal-dialog
17416717,Mobile website text format,<p>I actually have this code for my mobile website:</p> <pre><code>&lt;?php $useragent=$_SERVER['HTTP_USER_AGENT']; if(preg_match('/ (android|bb\d+|meego).+mobile|avantgo|bada\/|blackberry|blazer|compal|elaine|fennec|hiptop|iemobile|i p(hone|od)|iris|kindle|lge |maemo|midp|mmp|netfront|opera m(ob|in)i|palm( os)?|phone|p(ixi|re)\/|plucker|pocket|psp|series(4|6)0|symbian|treo|up\.(browser|link)|vodafone|wap|windows (ce|phone)|xda|xiino/i'$useragent)||preg_match('/1207|6310|6590|3gso|4thp|50[1-6]i|770s|802s|a wa|abac|ac(er|oo|s\-)|ai(ko|rn)|al(av|ca|co)|amoi|an(ex|ny|yw)|aptu|ar(ch|go)|as(te|us)|attw|au(di|\-m|r |s )|avan|be(ck|ll|nq)|bi(lb|rd)|bl(ac|az)|br(e|v)w|bumb|bw\-(n|u)|c55\/|capi|ccwa|cdm\-|cell|chtm|cldc|cmd\-|co(mp|nd)|craw|da(it|ll|ng)|dbte|dc\-s|devi|dica|dmob|do(c|p)o|ds(12|\-d)|el(49|ai)|em(l2|ul)|er(ic|k0)|esl8|ez([4-7]0|os|wa|ze)|fetc|fly(\-|_)|g1 u|g560|gene|gf\-5|g\-mo|go(\.w|od)|gr(ad|un)|haie|hcit|hd\-(m|p|t)|hei\-|hi(pt|ta)|hp( i|ip)|hs\-c|ht(c(\-| |_|a|g|p|s|t)|tp)|hu(aw|tc)|i\-(20|go|ma)|i230|iac( |\-|\/)|ibro|idea|ig01|ikom|im1k|inno|ipaq|iris|ja(t|v)a|jbro|jemu|jigs|kddi|keji|kgt( |\/)|klon|kpt |kwc\-|kyo(c|k)|le(no|xi)|lg( g|\/(k|l|u)|50|54|\-[a-w])|libw|lynx|m1\-w|m3ga|m50\/|ma(te|ui|xo)|mc(01|21|ca)|m\-cr|me(rc|ri)|mi(o8|oa|ts)|mmef|mo(01|02|bi|de|do|t(\-| |o|v)|zz)|mt(50|p1|v )|mwbp|mywa|n10[0-2]|n20[2-3]|n30(0|2)|n50(0|2|5)|n7(0(0|1)|10)|ne((c|m)\-|on|tf|wf|wg|wt)|nok(6|i)|nzph|o2im|op(ti|wv)|oran|owg1|p800|pan(a|d|t)|pdxg|pg(13|\-([1-8]|c))|phil|pire|pl(ay|uc)|pn\-2|po(ck|rt|se)|prox|psio|pt\-g|qa\-a|qc(07|12|21|32|60|\-[2-7]|i\-)|qtek|r380|r600|raks|rim9|ro(ve|zo)|s55\/|sa(ge|ma|mm|ms|ny|va)|sc(01|h\-|oo|p\-)|sdk\/|se(c(\-|0|1)|47|mc|nd|ri)|sgh\-|shar|sie(\-|m)|sk\-0|sl(45|id)|sm(al|ar|b3|it|t5)|so(ft|ny)|sp(01|h\-|v\-|v )|sy(01|mb)|t2(18|50)|t6(00|10|18)|ta(gt|lk)|tcl\-|tdg\-|tel(i|m)|tim\-|t\-mo|to(pl|sh)|ts(70|m\-|m3|m5)|tx\-9|up(\.b|g1|si)|utst|v400|v750|veri|vi(rg|te)|vk(40|5[0-3]|\-v)|vm40|voda|vulc|vx(52|53|60|61|70|80|81|83|85|98)|w3c(\-| )|webc|whit|wi(g |nc|nw)|wmlb|wonu|x700|yas\-|your|zeto|zte\-/i'substr($useragent04))) { echo &lt;font color=#666666&gt;&lt;font size='9'&gt;&lt;font face='Arial'&gt;You are running a mobile webbrowser!&lt;/font&gt;&lt;/font&gt;&lt;/font&gt; ; } ?&gt; </code></pre> <p>My problem is that the echo dosn't adapt for mobile browsers... he still show the text as a regular website (very small)...</p> <p>Any idea how to change that?</p> <p>Thanks!</p>,php|mobile|text|website|format
23439885,mysql how to set a column default value current year,<p>the table looks like this:</p> <pre><code>id----name-----value-----year 1-----ab-------10-------2014 2-----ab-------10-------2014 </code></pre> <p>for example now the defalt time is change means the year has changed current system year.</p> <p>here the entry is only (<strong>Insert into table ('id''name''value') value ('3''adfaf''20')</strong></p> <p>here i want the year column to get default year only from the system time so when i run the upper query the result should be bellow as the system year now is 2015 so the column year get the year form the system. if i set the year to timestamp or current time it get all the value of time and date but i want only year.</p> <pre><code>3---adfaf---20-2015 </code></pre> <p>the year column is current default year.</p> <p>how to alter my table so i get the result.</p> <p>regards</p>,mysql
28719754,Unable to delete dynamically generated ImageView - Android,<p>I've got a list of images in my database table. When loading the activity I read the path of images from the file and create image view instances programatically and add one after the other to my linear layout container. Then for every imageView when clicked - I open my custom image editing activity and edit it. Once the image is edited and save it in a new file and I delete the old file path in the database. Then it comes back to the image view activity and adds the newly saved image to the container. Since I don't have the control of the imageViews in the container I'm not able to remove the imageView (file before editing) when it comes back to the view activity. But when I quit the application and load it again it looks into the database and loads the images and everything looks fine. Because I deleted the entry in the database so there is no view of the deleted (file before editing) image. </p> <p>eg: (logic alone) </p> <pre><code>for all imagePath in ImagePath ImageView imageView(imagePath); linearLayoutContainer.addView(imageView); imageView.onClick() --&gt; openEditActivity(); Image Edit ActivityForResult: String path = bundle.getString( newImagepath ); ImageView imageView(path); linearLayoutContainer.addView(imageView); imageView.onClick() --&gt; openEditActivity(); </code></pre>,android|android-activity|imageview
15789433,Calculate the area of a quadrilateral,<p>I'm trying to create a calculator which calculates the area of a simple quadrilateral. I know that every quadrilateral can be split into two triangles and I should be able to calculate the area in two parts no matter what. I am able to do this in math but I don't know how to implement it to Python.</p> <p>Here's my quadrilateral class:</p> <pre><code>class Quadrilateral(Shape): def __init__(self name): # in clockwise order: angles[0] sides[0] angles[1] sides[1] ... self.sides = [5] * 4 self.angles = [90] * 4 super().__init__(self name) </code></pre> <p>Now what I need is to implement a method <code>get_area()</code> which calculates the area of my quadrilateral but I have no idea how.</p> <p>Here's how I would do it with a paper and a pen:</p> <p><img src= http://i.stack.imgur.com/FPCcB.png alt= Area of a quadrilateral ></p> <p>Basically I would only need to know two angles and three sides to be able to use this technique to calculate the area but let's not worry about that. For now I know all the angles and all the sides how do I calculate the area?</p>,python|math|shapes|area
11887879,Storing image path in a variable,<p>I have a database that stores the path to the users image such as images/profile/950baasfaa88c.jpg. Now when i try to put this into a variable and surround it with image tags only a blank image comes up not the image itself...</p> <pre><code> $profile_picture = $row['profile_image']; &lt;img src= '.$profile_picture.' width=50 height=50 /&gt; </code></pre>,php|database|image|variables|profile
22647305,PHP How right replace element in page?,<p>Good day.</p> <p>We have <strong>test.php</strong> with next code:</p> <pre><code>&lt;link rel= stylesheet type= text/css href= &lt;?php echo STYLE_TEST1; ?&gt; /&gt; &lt;link rel= stylesheet type= text/css href= &lt;?php echo STYLE_TEST2; ?&gt; /&gt; &lt;div class= container &gt; &lt;p class= test &gt;{Text}&lt;/p&gt; &lt;/div&gt; &lt;!-- STYLE_TEST1 and STYLE_TEST2 - set in define as /css/styletest1.css and /css/styletest2.css --&gt; </code></pre> <p>and <strong>index.php</strong> with code:</p> <pre><code>$content = file_get_contents( test.php ); $content = ereg_replace( {Text}  'hello' $content); echo $content; </code></pre> <p>in <strong>result</strong> we get code:</p> <pre><code>&lt;link rel= stylesheet type= text/css href= &lt;?php echo STYLE_TEST1; ?&gt; /&gt; &lt;link rel= stylesheet type= text/css href= &lt;?php echo STYLE_TEST2; ?&gt; /&gt; &lt;div class= container &gt; &lt;p class= test &gt;{Text}&lt;/p&gt; &lt;/div&gt; </code></pre> <p>we have problem with styles becose <code>echo $content;</code> print <code>&lt;?php echo STYLE_TEST1; ?&gt;</code> and <code>&lt;?php echo STYLE_TEST2; ?&gt;</code> and not replace on values which set in define for this elements(not change on /css/styletest1.css and /css/styletest2.css ).</p> <p><em>Tell me please how right make replace?</em></p> <p>P.S.: we need that styles was include in file <code>test.php</code> ie file <strong>test.php</strong> should have lines:</p> <pre><code>&lt;link rel= stylesheet type= text/css href= &lt;?php echo STYLE_TEST1; ?&gt; /&gt; &lt;link rel= stylesheet type= text/css href= &lt;?php echo STYLE_TEST2; ?&gt; /&gt; </code></pre>,php
661383,What's the closest OSS license on CodePlex to the CodeProject license?,<p>There's some code on CodeProject that's already OSS under the <a href= http://www.codeproject.com/info/cpol10.aspx rel= nofollow >CodeProject license</a>.</p> <p>I've contacted the author several times on his blog but he's not responding to any request for putting the code on CodePlex (or any email at all).</p> <p>Since it's OSS anyway I thought I'd do it without his permission (and ofcourse give him all the credit).</p> <p>I figure this is ethically okay as long as I choose the closest license to the codeproject license.</p> <p>Does anyone know the closest license to the <a href= http://www.codeproject.com/info/cpol10.aspx rel= nofollow >CodeProject one</a> I should use?</p>,codeplex
25452211,Set random values for styling with jquery,<p>I want to create a border-radius generator.I have created 4 sliders.One for top left radius one for top right radius one for bottom left and one for bottom right I have created a div that's supposed to change every corner radius when the users change each slider but even when i move the slider nothing happens Here is my code:</p> <pre><code>&lt;!DOCTYPE html&gt; &lt;html&gt; &lt;head&gt; &lt;title&gt;Border radius generator&lt;/title&gt; &lt;script type= text/javascript src= jquery-2.0.js &gt;&lt;/script&gt; &lt;script type= text/javascript &gt; var tl=$( #tl ).val() + px ; var tr=$( #tr ).val() + px ; var bl=$( #bl ).val() + px ; var br=$( btr ).val() + px ; var radius =function () { $( #codearea ).css( border-radius  tl tr bl br ); } &lt;/script&gt; &lt;style type= text/css &gt; body{ background: rgba(19875670.8); } h1{ font-family: Comic Sans MS ; text-align: center; } p{ font-family: Verdanaimpact; } #codearea{ margin: 0 auto; height: 20em; width: 20em; background: aqua; border:4px solid darkgoldenrod; } input[type= range ]{ background-color: red; } #br#tr{ float: right; } #tl#tr{ margin-top: 4em; } #bl#br{ margin-bottom: 4em; } #generator{ display: block; margin:auto; background: gold; width: 80%; border: 3px solid gold; } &lt;/style&gt; &lt;/head&gt; &lt;body&gt; &lt;h1&gt;Simple border radius generator&lt;/h1&gt; &lt;p&gt;Just change the sliders and get the code&lt;/p&gt; &lt;div id generator &gt; &lt;input type= range id= tl min= 1 max= 1000 step= 1 onclick= radius() &gt; &lt;input type= range id= tr min= 1 max= 1000 step= 1 onclick= radius() &gt; &lt;div id= codearea &gt;&lt;/div&gt; &lt;input type= range id= bl min= 1 max= 1000 step= 1 onclick= radius() &gt; &lt;input type= range id= br min= 1 max= 1000 step= 1 onclick= radius() &gt; &lt;/div&gt; &lt;/body&gt; &lt;/html&gt; </code></pre>,javascript|jquery|css|css3
22163232,Inheritance: getting the attributes of __init__,<p>In the following example is there any way the <code>a</code> attribute in <code>A</code> can be accessed by the <code>B</code> class or <code>C</code> inner class?</p> <pre><code>class A: def __init__(self a): self.a = a def C_test(self): for i in range(4): c = self.C() class C: print(self.a) class B(A): def __init__(self): print(self.a) </code></pre> <p>How come I get this error?</p> <pre><code>Traceback (most recent call last): File /Users/home/Desktop/Pygame/test.py  line 1 in &lt;module&gt; class A: File /Users/home/Desktop/Pygame/test.py  line 10 in A class C: File /Users/home/Desktop/Pygame/test.py  line 11 in C print(self.a) NameError: name 'self' is not defined </code></pre>,python|inheritance
542328,DateTimePicker control usage in specific scenario,<p>This question is relating to a specific functionality that a client has requested for an application I am designing. Basically the client wants the DateTimePicker to prompt a question after the date was selected.</p> <p>This sounds simple however I am having difficulties accomplishing this simple task. </p> <ol> <li><strong>If I prompt OnCloseUp</strong> - Keyboard entries will not execute this event</li> <li><strong>If I prompt OnValueChanged</strong> - Event fires every time the date is changed</li> <li><strong>If I prompt OnLeave</strong> - Event fires somewhat. Does not fire when toolstrip is clicked for example. I would like to avoid this method as it only fires once the user clicks away from the control.</li> </ol> <p>So basically I am trying to think of the best way to prompt a user AFTER they select a date from a dateTimePicker control. </p> <p>I have no issues with building a custom control either. I have started making one since I also needed to allow NULL values. </p>,.net|winforms|design|datetimepicker
122175,Using ASP.Net 3.5 SP1 Routing with SharePoint 2007,<p>I'm trying to setup some friendly URLs on a SharePoint website. I know that I can do the ASP.Net 2.0 friendly URLs using RewritePath but I was wondering if it was possible to make use of the System.Web.Routing that comes with ASP.NET 3.5 SP1. </p> <p>I think I've figured out how to get my route table loaded but I'm not clear on what method to use to get the correct IHttpHandler to pass out.</p> <p>Thanks!</p>,sharepoint|sharepoint-2007|moss|asp.net-routing
376959,Where do theses values come from in this haskell function?,<p>Let's say I have the following function:</p> <pre><code>sumAll :: [(IntInt)] -&gt; Int sumAll xs = foldr (+) 0 (map f xs) where f (xy) = x+y </code></pre> <p>The result of <code>sumAll [(11)(22)(33)]</code> will be <code>12</code>.</p> <p>What I don't understand is where the <code>(xy)</code> values are coming from. Well I know they come from the <code>xs</code> variable but I don't understand how. I mean doing the code above directly without the where keyword it would be something like this:</p> <pre><code>sumAll xs = foldr (+) 0 (map (\(xy) -&gt; x+y) xs) </code></pre> <p>And I can't understand in the top code how does the <code>f</code> variable and <code>(xy)</code> variables represent the <code>(\(xy) -&gt; x+y)</code> lambda expression.</p>,haskell|map|lambda|tuples|fold
682193,Windows PC as a USB slave to emulate a thumbdrive,<p>I need to create a application that will allow a Windows PC (XP/Vista) to emulate a thumbdrive. That is when the PC is plugged into either another Windows system or in this case a piece of hardware that allows for USB thumbdrives to be plugged in a folder on the computer looks like a giant thumbdrive. Any thoughts on where a guy would start to investigate this? </p> <p><strong>Update (more specific description):</strong> <em>I need to connect my PC to one of the newer multifuction devices that support scanning to a USB thumbdrive that is inserted into the front of the device. These units do not support WIA or TWAIN via the rear USB connector that you'd typically use for connectivity to a PC.</em></p>,windows|usb|emulation
32589920,Get only number of working days between two days in javascript,<p>I have to calculate variables in javascript after x days from current day.I have to add some number of days based on some input parameter.</p> <pre><code>var currentDate = new Date(); var dd = currentDate.getDate(); var mm = currentDate.getMonth()+1; var yyyy = currentDate.getFullYear(); if(dd&lt;10) { dd='0'+dd } if(mm&lt;10) { mm='0'+mm } currentDate= mm+'/'+dd+'/'+yyyy; </code></pre> <p>Now I want to get some date after 28 days from <code>currentDate</code> variable but it should not include Saturday and Sunday.</p> <p>So my question is how to exclude the weekends (2 days) from the 28 (for example).</p> <p>Any help will be appreciated.</p>,javascript
3343113,Deadlock on logging variable value changes using a SQL task,<p>Morning</p> <p>I've been reading SQL Server 2008 Integration Services Problem - Design - Solution . It outlines a way of logging variable changes which I'm trying to replicate in SQL 2005. </p> <ol> <li>Create variables e.g. PackageId RecordsAffected. - Set Raise ChangeEvent to true.</li> <li>Create a string variable g.g. strVariableValue. - Set Raise ChangeEvent to false.</li> <li>On the package event handler: OnVariableValueChanged add a script task SCR Convert value to string .</li> <li>Add ReadOnlyVariables: System::VariableValue</li> <li>Add ReadWriteVariables: User::strVariableValue</li> <li>In the script set a local variable to System::VariableValue.value.tostring</li> <li>Set the variable User::strVariableValue to the local variable</li> <li>Add an Execute SQL Task component SQL Log Variable Value Changed calling a SP with no resultsets.</li> <li>Set parameter mapping to User::PackageId System::VariableName User::strVariableValue</li> </ol> <p>When this is run I get a deadlock on User::PackageID</p> <p>Error: 0xC001405B at SQL Log Variable Value Changed: A deadlock was detected while trying to lock variable User::_PackageID for read access. A lock could not be acquired after 16 attempts and timed out.</p> <p>The script step succeeds but the Execute SQL task fails. I'm using Visual Studio 2005 Version 8.0.50727.42 Microsoft SQL Server Integration Services Designer Version 9.00.4035.00 and BIDSHelper Version 1.4.3.0.</p> <p>Any ideas?</p>,ssis|deadlock
344856,print or echo a javascript variable not to the document but to be the value or part of the value to a DOM element specifically a form action,<p>I have a form action that needs to have its value set from a variable. I need to set the variable once and it will be reflected many times throughout the DOM.</p> <p>So:</p> <p>variable = somthing.html ; ... </p>,javascript|html|dom
374179,Slow file delete file from asp.net mvc project,<p>When I delete any file from an asp.net mvc project (project not in svn or any source control provider) it takes upto 60 seconds for the UI to become responsive again. CPU usage jumps to 80/90%. Has anyone else experienced this and know of any fix or solution?</p>,asp.net-mvc
36756572,Wrapping A Long List of Parameters as a Single Object,<p>Consider the following interface:</p> <pre><code>public interface SomeRepo { public IEnumerable&lt;IThings&gt; GetThingsByParameters(DateTime startDate DateTime endDate IEnumerable&lt;int&gt; categorIds IEnumerable&lt;int&gt; userIds IEnumerable&lt;int&gt; typeIds string someStringToFilerBy); } </code></pre> <p>Is there any benefit in doing this instead?</p> <pre><code>public IEnuemrable&lt;IThings&gt; GetThingsByParamters(IParameter parameter); </code></pre> <p>Where <code>IParameter</code> is an object defined as such:</p> <pre><code>public interface IParameter { DateTime startDate { get; } DateTime endDate { get; } IEnumerable&lt;int&gt; categorIds { get; } IEnumerable&lt;int&gt; userIds { get; } IEnumerable&lt;int&gt; typeIds { get; } string someStringToFilerBy { get; } } </code></pre> <p>I don't see any benefit in doing <code>IParameter</code> other than it makes it a bit more readable but the extra layer of complexity doesn't seem to be worth it.</p> <p>Anything that I maybe missing? Thanks.</p>,c#
686207,How to check null value in MVC view?,<p>I am using MVC with LINQ-to-SQL class.</p> <p>as foreign key can be null i have one record having f.k. null and others are having values.</p> <p>now i am displaying it in view by Index view.</p> <p>In index view i am resolving f.k. by writing code like</p> <pre><code>&lt;%= Html.Encode(item.UserModified.UserName) %&gt; </code></pre> <p>Now i have a problem in view that object reference is not set .</p> <p>And this is because of we are having null value in one of the f.k. field!</p> <p>so can i write code in view to check whether Associated object pointing to null or nothing?</p>,asp.net-mvc
145552,How can I write a shell script to direct grep data into a date-based filename?,<p>I basically want to do this:</p> <pre><code>grep 'example.com' www_log &gt; example.com.YYYY-MM-DD-H:i:S.log </code></pre> <p>...with of course the filename being <b>example.com.2008-09-27-11:21:30.log</b></p> <p>I'd then put this in crontab to run daily.</p>,shell|grep|date|scripting|filenames
26513171,Fill all empty rows with a certain single value in mysql table?,<p>I have a database a table that is having empty rows '' nothing in them. I need to fill all those empty cells with certain singe value. How can I do it? Thanks in advance.</p>,mysql
13665208,String.split() by one of two patterns,<p>I want to split this string: 315-045/10-20 to this array: [ 315  045  10  20 ] meaning it should be split around every occurrence of '/' or '-'. Is it possible to do it with one call to the split() function?</p>,java|regex|parsing|split
6506609,C# Pulling query from Crystal Reports,<p>What I have is a project to convert about 200 or so Crystal Reports to SQL I know there is no real way to do a 1 for 1 direct correlation so what I want to be able to do is basically open up each report and dissect it for the query it uses in Crystal Reports does anybody have an example or a place to start?</p> <p>Thanks!</p>,c#|crystal-reports
652671,Getting a specific Time Zone in .net CF 3.5?,<p>I'd like to have a World Clock on my PocketPC. Getting the Local Time is no problem and getting the UTC Time is even less a Problem. But I seem unable to get a specific Time Zone? Say I want the current Time Zone for New York not knowing if it's Daylight Saving Time or not (so I do not know if it's Eastern Time (GMT-5) or Eastern Daylight (GMT-4)).</p> <p>Sadly TimeZoneInfo does not seem to exist in Compact Framework so I wonder if there is really no other way than manually hardcoding the Daylight Saving Time changes for the desired time zones for the next 10 years in order to get a proper conversion...</p> <p>Edit: TimeZone exists but is an abstract Class that I'd have to implement myself which I'd like to avoid because it's error prone and requires some magic on the DST Turnaround dates.</p>,.net|compact-framework|pocketpc
4187184,print time on each call to std::cout,<p>How would someone do that? for example I do like:</p> <pre><code>std::cout &lt;&lt; something ; </code></pre> <p>then it should print the time before something </p>,c++
227417,What does Shift:= mean in this VB6 code?,<p>I've run across the following line in a VB6 application.</p> <pre><code>mobjParentWrkBk.ExcelWorkBook.Application.Selection.Insert Shift:=xlToRight </code></pre> <p>Unfortunately Google and other search engines have not been very useful as they seem to omit the := part. </p> <p>What would be a C# equivalent?</p>,excel|vb6
753438,Why must local variables have initial values,<p>Why must I initialize variables inside methods?</p> <pre><code>int test1; // Not initialized but ok public int Foo() { int test2; // Not initialized int test3 = test1; // Ok int test4 = test2; // An error } </code></pre>,c#
293352,C# to VB.NET help,<p>I have moved from C# to 9-5pm VB.NET</p> <p>Any tricks i should know? Where does VB.NET differ the most apart from syntax?</p> <p>Where have namespaces gone?</p> <p>[Note: just found <a href= http://converter.telerik.com/ rel= nofollow >http://converter.telerik.com/</a> brilliant] </p> <p>Cheers John</p>,c#|vb.net
13326979,Initial clause of loop need to reference a variable before it is declared,<p>Sorry for convoluted title I tried my best to make it conscious. Well if you have a better idea change it!</p> <p>Not to confuse you this is <em>Emacs</em> Lisp <code>loop</code> not Common Lisp:</p> <pre><code>(defun hxswfml-build-trie (alist) Builds a trie (a list containing number of hash-maps each hash-map uses single character for a key except for `t' symbol which if present as a key is the key for the value one has to substitute with. (loop for (key . value) in alist with trie = (make-hash-table) do (loop for c across key with branch = (or (gethash c trie) (puthash c (make-hash-table) trie)) with first-time = t do (if first-time (setq first-time nil) (setq branch (or (gethash c branch) (puthash c (make-hash-table) branch)))) finally (puthash t value branch)) finally (return trie))) </code></pre> <p>This transforms an alist into a tree made of hash tables where each table contains keys which are characters of the strings I'd later search for and replace. This is needed to optimize searching for multiple keys with possibly similar prefix in the large body of text and then replacing them each with a corresponding key.</p> <p>The problem is that in the inner loop I'd want to initialize <code>branch</code> to <code>trie</code> and then in all later iterations to set it to either new hash-table (created for the character not a part of a known prefix yet) or a hash-table which was already created for the character from the prefix.</p> <p>Ideally it would looks something like: </p> <pre><code>for branch = (or (and branch (gethash c branch)) (puthash c (make-hash-table) trie)) ;; ^-----------------^------- cannot reference it here </code></pre> <p>And that's why I have the silly <code>first-time</code> flag which I could've avoided. Can I somehow use <code>initially</code> form or maybe restructure the function in some other way to avoid this flag and the extra <code>if</code> with it? It's not very important that this function be fast (the searching should be fast but the building of the tree needs not) but it just looks ugly :)</p>,emacs|lisp|elisp
594439,.htaccess file opinion (howto),<p>I like to make a .htaccess file to redirect any errors I get from a web site.</p> <p>I have deleted all pages from the old site. But I have no idea what pages people have bookmaked.</p> <p>The new webpage and website structure is totally different ... so no page is the same as the old one not event the index document that changed from index.html to index.php.</p> <p>So here is the .htaccess file I have uploaded to the server ...</p> <p>FEEL FREE TO COMMENT AND GIVE ME YOUR POINT OF VIEW WHAT YOU WILL DO?</p> <p>Maybe it is an overkill ... but it works! Here is the file:</p> <pre><code>#404 - Not Found The requested URL was not found on this server ErrorDocument 404 http://acecrodeo.com/new/01-acec.php?lang=fra #400 - Bad Request Your browser sent a request that this server could not understand ErrorDocument 400 http://acecrodeo.com/new/01-acec.php?lang=fra #401 - Authorization Required This server could not verify that you are authorized to access the document requested. Either you supplied the wrong credentials (e.g. bad password) or your browser doesn't understand how to supply the credentials required. ErrorDocument 401 http://acecrodeo.com/new/01-acec.php?lang=fra #403 - Forbidden You don't have permission to access on this server ErrorDocument 403 http://acecrodeo.com/new/01-acec.php?lang=fra #405 - Method Not Allowed The requested method GET is not allowed for the URL ErrorDocument 405 http://acecrodeo.com/new/01-acec.php?lang=fra #406 Not Acceptable ErrorDocument 406 http://acecrodeo.com/new/01-acec.php?lang=fra #409 Conflict ErrorDocument 409 http://acecrodeo.com/new/01-acec.php?lang=fra ##413 - Request Entity Too Large The requested resource does not allow request data with GET requests or the amount of data provided in the request exceeds the capacity limit ErrorDocument 413 http://acecrodeo.com/new/01-acec.php?lang=fra #414 - Request-URI Too Large The requested URL's length exceeds the capacity limit for this server ErrorDocument 414 http://acecrodeo.com/new/01-acec.php?lang=fra ##500 - Internal Server Error The server encountered an internal error or misconfiguration and was unable to complete your request ErrorDocument 500 http://acecrodeo.com/new/01-acec.php?lang=fra #501 - Method Not Implemented GET to URL not supported ErrorDocument 501 http://acecrodeo.com/new/01-acec.php?lang=fra # ------------ i am not sure the usefullness of these.. put it anyway ! #301 - Moved Permanently The document has moved URL here ErrorDocument 301 http://acecrodeo.com/new/01-acec.php?lang=fra #302 - Found The document has moved URL here ErrorDocument 302 http://acecrodeo.com/new/01-acec.php?lang=fra #303 - See Other The answer to your request is located URL here ErrorDocument 302 http://acecrodeo.com/new/01-acec.php?lang=fra #304 - Not Modified A cached copy will be used ErrorDocument 304 http://acecrodeo.com/new/01-acec.php?lang=fra #408 - Request Time-out Server timeout waiting for the HTTP request from the client ErrorDocument 408 http://acecrodeo.com/new/01-acec.php?lang=fra #410 - Gone The requested resource is no longer available on this server and there is no forwarding address. Please remove all references to this resource ErrorDocument 410 http://acecrodeo.com/new/01-acec.php?lang=fra #411 - Length Required A request of the requested method GET requires a valid Content-length ErrorDocument 411 http://acecrodeo.com/new/01-acec.php?lang=fra </code></pre> <hr> <p>what about php request</p> <p>if i request aaa.php (old file) and the new file request aaa.php?lang=eng</p> <p>it come up with an error... what should i do redirect ?</p>,.htaccess|error-handling
1399471,How do i Find a related record matching a date range using MS SQL query,<p>I have a table of PricePlan that looks like</p> <p>Table PricePlan</p> <pre><code>ID MerchantID NAME VALIDFROM VALIDUPTO 1. M1 Plan A 1-sep-09 30-sep-09 2. M1 Plan B 7-sep-09 21-sep-09 3. M2 Plan Da 1-sep-09 30-Sep-09 </code></pre> <p>Given a @FromDate and @ToDate I need to find the matching id and Unique MerchantID. Example</p> <pre><code>@FromDate = '7-sep-09' @Todate = '9-sep-09' The return result should be ID 2- M1-Plan B  ID 3-M2-Plan Da </code></pre> <p>Can anyone help me on the SQL query</p> <p>thanks in advance - Thomas</p>,sql|sql-server
